ann_date,change_date,code,flow_share,total_share
20211208,20211213,sh688561,459616830,682082120
20210812,20210630,sh688561,74226880,679616000
20210714,20210722,sh688561,457150710.00000006,679616000
20210415,20201231,sh688561,69573980,679616000
20210114,20210122,sh688561,73501780,679616000
20200721,20200722,sh688561,69236980,679616000
20200511,20200511,sh688561,,577674420
20221115,20221117,sh688565,96412800,157857000
20221115,20221111,sh688565,96412800,157871000
20220820,20220818,sh688565,96060400.00000001,157871000
20220322,20220318,sh688565,25412500,112765000
20211108,20211115,sh688565,25412500,106950000
20210512,20210513,sh688565,24338240,106950000
20210421,20210421,sh688565,,80200000
20180802,20180807,sh688565,20020000,80200000
20180330,20171231,sh688565,13260000,77800000
20180109,20180112,sh688565,17620000,77800000
20170926,20170620,sh688565,5295000,69400000
20170926,20170929,sh688565,13695000,77800000
20161118,20161123,sh688565,6235000,69400000
20151125,20151130,sh688565,3428320,69400000
20150911,20150916,sh688565,921650.0000000001,69400000
20150703,20150708,sh688565,3978350,64500000
20150624,20150629,sh688565,8478350,60000000
20150601,20150604,sh688565,33725000,60000000
20150209,20150212,sh688565,34615000,57880000
20141031,20141113,sh688565,39480000,50000000
20210511,20210518,sh688566,78865980,186941600
20201111,20201118,sh688566,40192440,186941600
20200515,20200518,sh688566,38462330,186941600
20190625,20190625,sh688566,,140206200
20221118,20221116,sh688567,805138700,1210669690
20210709,20210719,sh688567,798849390,1070669690
20210111,20210118,sh688567,154311140,1070669690
20200716,20200717,sh688567,145827440,1070669690
20190916,20190916,sh688567,,856535750
20220721,20220718,sh688568,106624660,245260760
20210818,20210630,sh688568,50941190,220000000
20210409,20201231,sh688568,47537140,220000000
20201231,20210108,sh688568,49824590,220000000
20200707,20200708,sh688568,47267840,220000000
20190329,20190329,sh688568,,165000000
20220823,20220831,sh688569,131666700,210666699.99999997
20210222,20210301,sh688569,50560030,210666699.99999997
20200828,20200831,sh688569,48398230,210666699.99999997
20191115,20191115,sh688569,,158000000
20221202,20221212,sh688571,187541100,320000000
20220826,20220630,sh688571,183541100,320000000
20210601,20210611,sh688571,80000000,320000000
20210312,20201231,sh688571,76678590,320000000
20201210,20201211,sh688571,72678590,320000000
20200511,20200511,sh688571,,240000000
20220721,20220630,sh688575,266067820,567000000
20211109,20211117,sh688575,34850000,405000000
20210514,20210517,sh688575,33133000,405000000
20200422,20200422,sh688575,,364000000
20221014,20221018,sh688577,19089320,54089320
20210908,20210916,sh688577,18296720,53971719.99999999
20210305,20210316,sh688577,12825000,53971719.99999999
20200915,20200916,sh688577,12282050,53971719.99999999
20191226,20191226,sh688577,,40471720
20170609,20170614,sh688577,8641230,37234000
20170524,20170531,sh688577,10534020,37234000
20170207,20170210,sh688577,12768020,35000000
20160422,20160506,sh688577,29321630,35000000
20221125,20221202,sh688578,209918800,450000000
20211125,20211202,sh688578,192218800,450000000
20210825,20210630,sh688578,75143800,450000000
20210525,20210602,sh688578,73414900,450000000
20210428,20201231,sh688578,69867040,450000000
20201201,20201202,sh688578,68452140,450000000
20200417,20200417,sh688578,,360000000
20220707,20220718,sh688579,281667600,400010000
20210107,20210118,sh688579,38009500,400010000
20200716,20200717,sh688579,36082300,400010000
20200414,20191231,sh688579,236684540.00000003,360000000
20190627,20190627,sh688579,,360000000
20190429,20181231,sh688579,234764530,360000000
20190114,20190118,sh688579,236684540.00000003,360000000
20180918,20180921,sh688579,235964530,360000000
20180528,20180604,sh688579,210940530,334976000
20180124,20180129,sh688579,131837830,209360000
20170808,20170814,sh688579,129137830,209360000
20170612,20170620,sh688579,127313820,209360000
20170601,20170606,sh688579,79571140,130850000
20170314,20170320,sh688579,64571139.99999999,115850000
20161121,20161125,sh688579,45828639.99999999,115850000
20160510,20160517,sh688579,44218639.99999999,115850000
20160504,20160509,sh688579,31584740,82750000
20160229,20160303,sh688579,16316240,82750000
20151022,20151027,sh688579,15166240,80450000
20150608,20150615,sh688579,13466240,78750000
20150126,20150129,sh688579,8977490,52500000
20220713,20220721,sh688580,24762750,68619370
20210713,20210721,sh688580,23806580,68346670
20210113,20210121,sh688580,16403200,68346670
20200720,20200721,sh688580,15675640,68346670
20191219,20191219,sh688580,,51260000
20161115,20161118,sh688580,13239330,50000000
20160219,20160322,sh688580,39640470,50000000
20220921,20220928,sh688585,83682880,403200000
20210322,20210329,sh688585,41401800,403200000
20210311,20201231,sh688585,39385680,403200000
20200925,20200928,sh688585,39023880,403200000
20191227,20191227,sh688585,,360000000
20220930,20221013,sh688586,247728280,565242250
20210831,20210630,sh688586,95984130,403744470
20210724,20210802,sh688586,175984130,403744470
20210315,20201231,sh688586,89462459.99999999,403744470
20210122,20210201,sh688586,94170229.99999999,403744470
20200730,20200731,sh688586,88153460,403744470
20191121,20191121,sh688586,,302808350
20210429,20210511,sh688588,251900760,400010000
20201111,20201112,sh688588,38009500,400010000
20200820,20200630,sh688588,36139330,400010000
20200508,20200511,sh688588,36139330,400010000
20191027,20191027,sh688588,,360000000
20160408,20160328,sh688588,50473880,360000000
20160307,20160310,sh688588,20522960,146378000
20151202,20151207,sh688588,20462960,146378000
20151009,20151014,sh688588,17201960,146378000
20150817,20150820,sh688588,2409330,146378000
20150430,20150508,sh688588,17664330,127383000
20141120,20141125,sh688588,8832170,63691500
20140714,20140730,sh688588,8832170,60000000
20220917,20220920,sh688589,56846940.00000001,100194770.00000001
20210827,20210630,sh688589,26643000,100000000
20210715,20210722,sh688589,56119670,100000000
20210114,20210122,sh688589,25650000,100000000
20200721,20200722,sh688589,24557440,100000000
20191107,20191107,sh688589,,73000000
20221130,20221207,sh688590,158802020,236628960
20220718,20220725,sh688590,155844160,236628960
20210601,20210607,sh688590,38679760,182022280
20201204,20201207,sh688590,37003650,182022280
20191227,20191227,sh688590,,136516680
20221208,20221216,sh688595,79045990,142156350
20220928,20220930,sh688595,77587960,142156350
20210917,20210928,sh688595,52629730,100000000
20210318,20210329,sh688595,21250000,100000000
20200925,20200928,sh688595,20352290,100000000
20200331,20200331,sh688595,,75000000
20170914,20170919,sh688595,268760,43471240
20170118,20170123,sh688595,3768759.9999999995,39971240
20161117,20161122,sh688595,18708760,39971240
20160429,20160524,sh688595,21060000,37620000
20221206,20221202,sh688596,207450620.00000003,270177240
20221202,20221130,sh688596,207203120.00000003,269929740
20221129,20221125,sh688596,206771380,269497990
20221026,20221020,sh688596,205261980,258550740
20220930,20220928,sh688596,204289880,257578640
20220820,20220630,sh688596,200941820,256500000
20220813,20220822,sh688596,203211240,256500000
20220428,20211231,sh688596,203132020,256500000
20210825,20210630,sh688596,58032299.99999999,256500000
20210813,20210820,sh688596,201705720,256500000
20210420,20201231,sh688596,54908570,256500000
20210208,20210222,sh688596,57564600,256500000
20200819,20200820,sh688596,54312370,256500000
20200408,20200408,sh688596,,192264550.00000003
20170221,20170227,sh688596,74429810,149245050
20161018,20161021,sh688596,66511450.00000001,149245050
20151124,20151211,sh688596,11564410,149245050
20210820,20210630,sh688597,37500560,176472980
20210616,20210617,sh688597,35917400,176472980
20200811,20200811,sh688597,,132354680.00000001
20220927,20220923,sh688598,67348430,94074069.99999999
20220702,20220630,sh688598,65104240,80200190
20220511,20220518,sh688598,65104210,80200160
20220330,20220328,sh688598,64256750,80200160
20220226,20211231,sh688598,64256590,80200000
20210903,20210908,sh688598,64780290.00000001,80200000
20210825,20210630,sh688598,64580290.00000001,80000000
20210511,20210518,sh688598,64056590,80000000
20201111,20201118,sh688598,19152540,80000000
20200515,20200518,sh688598,18284150,80000000
20191012,20191012,sh688598,,60000000
20221115,20221117,sh688599,1324258750,2169325270
20220428,20211231,sh688599,1223334290,2073667810
20220402,20220331,sh688599,1296685740,2144522060
20220330,20220329,sh688599,1290883560,2141217080.0000002
20220324,20220322,sh688599,1275128070,2125461600
20220322,20220318,sh688599,1265506300,2115839820
20220301,20220225,sh688599,1223415410,2073748930
20220219,20220223,sh688599,1223402170,2073735690
20220108,20220111,sh688599,1223334290,2073667810
20210825,20210630,sh688599,1215236450,2068026380
20210602,20210610,sh688599,1216883950,2068026380
20210331,20201231,sh688599,304124100,2068026380
20201203,20201210,sh688599,310200000,2068026380
20200827,20200630,sh688599,294545310,2068026380
20200609,20200610,sh688599,285239310,2068026380
20190516,20190516,sh688599,,1757826380
20220708,20220712,sh688600,68826740,133772630.00000001
20210820,20210630,sh688600,32175500,133340000
20210626,20210705,sh688600,67229610,133340000
20210430,20201231,sh688600,31988100,133340000
20201225,20210104,sh688600,33317890.000000004,133340000
20200702,20200703,sh688600,30343210,133340000
20191225,20191225,sh688600,,100000000
20220921,20220927,sh688601,46860100,89600000
20211221,20211228,sh688601,13600000,64000000
20210625,20210628,sh688601,13026660,64000000
20200723,20200723,sh688601,,48000000
20220916,20220926,sh688606,25196130,53904150
20210914,20210927,sh688606,13051130,53904150
20210324,20210325,sh688606,12497020,53904150
20190621,20190621,sh688606,,40404150
20210820,20210630,sh688607,18823970,88129030
20210129,20210201,sh688607,18378070,88129030
20200513,20200513,sh688607,,66096770
20221209,20221216,sh688608,79359810,120000000
20220519,20220519,sh688608,78742790,120000000
20210608,20210616,sh688608,24616300,120000000
20210427,20201231,sh688608,23596760,120000000
20201215,20201216,sh688608,22980460,120000000
20200422,20200422,sh688608,,90000000
20210806,20210630,sh688609,80765500,500000000
20210322,20210323,sh688609,80765500,500000000
20200603,20200603,sh688609,,400000000
20210409,20210412,sh688611,12689810,55900000
20200619,20200619,sh688611,,41925000
20170406,20170412,sh688611,12570000,30000000
20160328,20160516,sh688611,22320000,30000000
20210520,20210521,sh688613,27399170,133333330
20200619,20200619,sh688613,,100000000
20220827,20220630,sh688616,54456500,150000000
20210827,20210630,sh688616,34466560,150000000
20210317,20210318,sh688616,34118660,150000000
20200522,20200522,sh688616,,112500000
20210106,20210107,sh688617,13728420.000000002,66670000
20200422,20200422,sh688617,,50000000
20220824,20220630,sh688618,16544070,50527500
20210423,20201231,sh688618,11385770,50527500
20201229,20201230,sh688618,10754369.999999998,50527500
20200525,20200525,sh688618,,37895500
20221122,20221129,sh688619,87093050,187288020
20210813,20210823,sh688619,44758540,187288020
20210813,20210630,sh688619,42880100,187288020
20210222,20210223,sh688619,42880100,187288020
20200514,20200514,sh688619,,140458020
20220810,20220630,sh688621,56932500,80000000
20210820,20210630,sh688621,17255310,80000000
20210618,20210621,sh688621,16255310,80000000
20200902,20200902,sh688621,,60000000
20220905,20220913,sh688622,38184380,69997610
20210910,20210913,sh688622,14246180,69997610
20201012,20201012,sh688622,,52497610.00000001
20180521,20180524,sh688622,11835980,52497610.00000001
20180125,20180131,sh688622,9822640,52497610.00000001
20170829,20170901,sh688622,1679520,52497610.00000001
20170725,20170728,sh688622,14237070.000000002,52497610.00000001
20170228,20170328,sh688622,25115120,52497610.00000001
20220820,20220630,sh688625,80658630,133333400
20210825,20210630,sh688625,28800400,133333400
20210604,20210607,sh688625,27135200,133333400
20200608,20200608,sh688625,,100000000
20170622,20170627,sh688625,10833330,50000000
20160728,20160826,sh688625,25000000,50000000
20220820,20220630,sh688626,51119900,160000000
20210825,20210630,sh688626,37048790,160000000
20210330,20210331,sh688626,36728990,160000000
20200601,20200601,sh688626,,120000000
20221123,20221201,sh688628,40805000,110424000
20210826,20210630,sh688628,25103720,110000000
20210723,20210802,sh688628,26125000,110000000
20210129,20210201,sh688628,25010620,110000000
20200525,20200525,sh688628,,82500000
20220816,20220630,sh688630,67208070,120800000
20210819,20210630,sh688630,24555070,120800000
20210331,20210401,sh688630,24555070,120800000
20200513,20200513,sh688630,,90597549.99999999
20220726,20220722,sh688633,23024170,73993330
20210915,20210924,sh688633,17274170,72733330
20210323,20210324,sh688633,16543280,72733330
20200601,20200601,sh688633,,54550000
20221025,20221025,sh688636,29488000,50511160
20220917,20220926,sh688636,29533200,50511160
20220917,20220916,sh688636,29438960,50511160
20220805,20220803,sh688636,29409660,50611160
20220329,20220408,sh688636,28990000,50335600.00000001
20210928,20210924,sh688636,10175480,50335600.00000001
20210923,20211008,sh688636,10625000,50335600.00000001
20210407,20210408,sh688636,10175480,50000000
20200602,20200602,sh688636,,37500000
20220818,20220630,sh688639,69865150,108400000
20211015,20211022,sh688639,24790740,108000000
20210421,20210422,sh688639,23704750,108000000
20200610,20200610,sh688639,,81000000
20150813,20150821,sh688639,3720000,45880000
20150707,20150709,sh688639,1200000,14800000
20150304,20150306,sh688639,2111110,13888889.999999998
20141222,20141226,sh688639,3500000,12500000
20141120,20141124,sh688639,5000000,10000000
20140730,20140822,sh688639,10000000,10000000
20220819,20220630,sh688655,70476300,133390000
20210820,20210630,sh688655,31959100,133390000
20210510,20210511,sh688655,30289600,133390000
20200730,20200730,sh688655,,100000000
20220825,20220630,sh688656,17352400,63058330
20210819,20210630,sh688656,12926510,63058330
20210112,20210113,sh688656,12835110,63058330
20200511,20200511,sh688656,,47293750
20220826,20220630,sh688658,202125380,450000000
20210617,20210624,sh688658,90000000,450000000
20210416,20201231,sh688658,85634610,450000000
20201223,20201224,sh688658,82934610,450000000
20200429,20200429,sh688658,,360000000
20220826,20220630,sh688659,86428880.00000001,160000000
20210813,20210630,sh688659,36677750,160000000
20210330,20210331,sh688659,36396150,160000000
20200409,20200409,sh688659,,120000000
20220823,20220630,sh688660,530821000,1333333400
20210518,20210519,sh688660,364216789.99999994,1333333400
20200619,20200619,sh688660,,800000000
20221001,20220929,sh688661,25000000,89874450
20210918,20210929,sh688661,17000000,80000000
20210326,20210329,sh688661,16282300,80000000
20200602,20200602,sh688661,,60000000
20220810,20220630,sh688662,53245930,88240000
20220518,20220518,sh688662,53312230,88240000
20210820,20210630,sh688662,20593330,88240000
20210331,20210401,sh688662,20055030,88240000
20200611,20200611,sh688662,,66180000
20220826,20220630,sh688663,86420400.00000001,139950000
20210412,20210413,sh688663,30147350,139950000
20200623,20200623,sh688663,,104960000
20161123,20161128,sh688663,50220080,82000000
20160826,20160630,sh688663,31257579.999999996,82000000
20160819,20160824,sh688663,45197580,82000000
20160405,20160408,sh688663,28746329.999999996,82000000
20150724,20150730,sh688663,16915780,82000000
20220816,20220630,sh688665,20795600,70000000
20210817,20210630,sh688665,14688750,70000000
20210208,20210209,sh688665,14387349.999999998,70000000
20200429,20200429,sh688665,,52500000
20220922,20220928,sh688667,23242030,51812140
20210904,20210913,sh688667,12369640,51600000
20210311,20210312,sh688667,11844250,51600000
20200604,20200604,sh688667,,38700000
20220929,20221010,sh688668,32350690,85478000
20210820,20210630,sh688668,21053000,85140000
20210611,20210621,sh688668,21290000,85140000
20210422,20201231,sh688668,20399700,85140000
20201218,20201221,sh688668,19335200,85140000
20200429,20200429,sh688668,,63850000
20220719,20220725,sh688669,45746930,93333330
20210719,20210726,sh688669,19908600,93333330
20210122,20210125,sh688669,19025200,93333330
20200508,20200508,sh688669,,70000000
20170215,20170220,sh688669,24904380,64300000
20151015,20151112,sh688669,17604380,57000000
20220726,20220802,sh688670,30645420,88000000
20210730,20210802,sh688670,18129290,88000000
20201026,20201026,sh688670,,66000000
20220830,20220630,sh688676,190664389.99999997,425700000
20210308,20210309,sh688676,34380790,425700000
20200512,20200512,sh688676,,383130000
20210819,20210826,sh688677,18513000,86980000
20210225,20210226,sh688677,17732990,86980000
20200427,20200427,sh688677,,65200000
20180716,20180719,sh688677,17565000,35000000
20170217,20170222,sh688677,17900000,34000000
20161222,20161227,sh688677,16900000,33000000
20161116,20161121,sh688677,16600000,33000000
20160226,20160418,sh688677,5200000,33000000
20210615,20210623,sh688678,36847500,173350000
20201222,20201223,sh688678,35290010,173350000
20200521,20200521,sh688678,,130000000
20190617,20190621,sh688678,122803000,130000000
20190111,20190116,sh688678,112203000,119400000
20181226,20190102,sh688678,112650000,119400000
20180426,20171231,sh688678,50803430,119400000
20180117,20180122,sh688678,81951710,119400000
20171207,20171213,sh688678,55003430,119400000
20170720,20170725,sh688678,31803430,93200000
20161028,20161222,sh688678,,93200000
20210617,20210625,sh688679,32922399.999999996,131689680.00000001
20210413,20201231,sh688679,31600060,131689680.00000001
20201224,20201225,sh688679,29953960,131689680.00000001
20200515,20200515,sh688679,,98767260
20161111,20161116,sh688679,58385600.00000001,89000000
20151130,20151223,sh688679,58385600.00000001,77000000
20221205,20221213,sh688680,51618900,84020000
20220830,20220630,sh688680,49718900,84020000
20220719,20220331,sh688680,49335800,84020000
20210820,20210630,sh688680,19583870,84020000
20210121,20210122,sh688680,19332270,84020000
20201105,20201105,sh688680,,63010000
20200821,20200630,sh688680,8279520,63010000
20191224,20191230,sh688680,9149520,63010000
20191206,20191206,sh688680,7249520,61110000
20181214,20181219,sh688680,7261520,61110000
20180424,20171231,sh688680,3451259.9999999995,61110000
20170913,20170915,sh688680,3751259.9999999995,61110000
20170824,20170630,sh688680,5341350,61110000
20161229,20170104,sh688680,2870760,61110000
20160608,20160615,sh688680,2629240,55610000
20151026,20151029,sh688680,6999240,50850000
20151019,20151022,sh688680,8040420,49058819.99999999
20150731,20150805,sh688680,34648980,49058819.99999999
20150616,20150619,sh688680,36648980,47058819.99999999
20141229,20150122,sh688680,29590160,40000000
20210615,20210616,sh688681,21391350.000000004,104670000
20200629,20200629,sh688681,,78500000
20171019,20171024,sh688681,44281560,78500000
20170428,20161231,sh688681,38781560,73000000
20160815,20160630,sh688681,38581560,73000000
20151013,20151016,sh688681,39911560,73000000
20150914,20150916,sh688681,34911560,68000000
20150820,20150630,sh688681,23399620,65000000
20150722,20150724,sh688681,26399620,68000000
20150601,20150529,sh688681,27244620,65000000
20150420,20150423,sh688681,32193120,65000000
20150205,20150210,sh688681,33523120,60000000
20140721,20140804,sh688681,,60000000
20221208,20221212,sh688682,30300270,51947770
20220712,20220714,sh688682,30272620,51920120
20211013,20211020,sh688682,7862500,37000000
20210419,20210420,sh688682,7517120,37000000
20200618,20200618,sh688682,,27750000
20221203,20221201,sh688683,54903000,153836930
20221203,20221130,sh688683,54903000,148560000
20210928,20211012,sh688683,32206200,148560000
20210825,20210630,sh688683,30840060,148560000
20210409,20210412,sh688683,30202860,148560000
20200615,20200615,sh688683,,111420000
20210512,20210513,sh688685,22750380,111866670
20200630,20200630,sh688685,,83900000
20221203,20221212,sh688686,33076290,122063990
20220915,20220921,sh688686,30329899.999999996,122063990
20210819,20210630,sh688686,17792900,82475669.99999999
20201230,20201231,sh688686,17048100,82475669.99999999
20200520,20200520,sh688686,,61855670
20210731,20210809,sh688687,40352520,169828420
20210205,20210208,sh688687,38623700,169828420
20200527,20200527,sh688687,,127368420
20120719,20080820,sh688687,,32000000
20120719,20100510,sh688687,,75300000
20221116,20221118,sh688689,35700000,128895000
20210820,20210630,sh688689,30442960,128400000
20210720,20210727,sh688689,31734699.999999996,128400000
20210126,20210127,sh688689,29203260,128400000
20200525,20200525,sh688689,,96300000
20220714,20220331,sh688690,38242500,400145950
20220714,20220712,sh688690,163589560,403171820
20211216,20211223,sh688690,43727000,400145950
20210823,20210630,sh688690,41888780,400145950
20210622,20210623,sh688690,35561780,400145950
20200618,20200618,sh688690,,356145950
20220820,20220630,sh688696,45042420,70000000
20210827,20210903,sh688696,10801340,50000000
20210302,20210303,sh688696,10332340,50000000
20200508,20200508,sh688696,,37500000
20220908,20220919,sh688697,78631570,326666700
20210916,20210917,sh688697,66448700,326666700
20201231,20201231,sh688697,,245000000
20210622,20210629,sh688698,38250000,180000000
20201228,20201229,sh688698,36623990,180000000
20200429,20200429,sh688698,,135000000
20221210,20221219,sh688699,52387260,110064640
20220924,20220930,sh688699,51011460,110064640
20210610,20210618,sh688699,17662400,74368000
20201217,20201218,sh688699,16914310,74368000
20200428,20200428,sh688699,,55776000
20210611,20210615,sh688700,33470070,147200000
20200629,20200629,sh688700,,110400000
20220908,20220916,sh688701,65842190,134277370
20210915,20210916,sh688701,27322940,134277370
20200925,20200925,sh688701,,100708030
20180417,20180420,sh688701,1149640,18649640
20160108,20160113,sh688701,2500000,15000000
20150728,20150807,sh688701,10000000,15000000
20220906,20220914,sh688707,279433350,442934810
20210913,20210914,sh688707,73508610,442934810
20210105,20210105,sh688707,,332201110
20180528,20180531,sh688707,67631670,145600000
20180523,20180608,sh688707,86178330,145600000
20180426,20171231,sh688707,65531670,117000000
20170728,20170630,sh688707,64956670,117000000
20161219,20161228,sh688707,65006670,117000000
20220824,20220901,sh688711,111473830,137890670
20220430,20211231,sh688711,20662040,98493330
20210831,20210901,sh688711,20234040,98493330
20201222,20201222,sh688711,,73870000
20180822,20180831,sh688711,13599400,67150000
20171031,20171103,sh688711,10899400,64450000
20170421,20161231,sh688711,11050800,60000000
20170213,20170216,sh688711,12749400,60000000
20160815,20160630,sh688711,11637900,60000000
20150116,20150127,sh688711,11796900,60000000
20220721,20220728,sh688718,54448390,173754389.99999997
20210727,20210728,sh688718,35294220,173754389.99999997
20200921,20200921,sh688718,,130315790
20221210,20221219,sh688722,123537430,224666699.99999997
20221012,20221019,sh688722,51847430.00000001,224666699.99999997
20211018,20211019,sh688722,43045890,224666699.99999997
20201012,20201012,sh688722,,168500000
20220810,20220818,sh688728,762031170,2498887170
20210817,20210818,sh688728,164684389.99999997,2498887170
20200707,20200331,sh688728,,449799690
20200707,20191231,sh688728,,315716990
20200707,20161231,sh688728,,398733720.00000006
20200707,20200707,sh688728,,2248998460
20221210,20221223,sh688733,125120939.99999999,199775190
20221022,20220922,sh688733,122920939.99999999,182164340
20220325,20211231,sh688733,39448530,182164340
20220210,20220217,sh688733,40341270,182164340
20210816,20210817,sh688733,38546230,182164340
20200610,20200610,sh688733,,136623260
20180911,20180918,sh688733,15789500,106410000
20180521,20180524,sh688733,10526330,70940000
20171229,20180104,sh688733,5601330,65940000
20161220,20161223,sh688733,5766330,64470000
20160706,20160711,sh688733,2526330,61080000
20160513,20160520,sh688733,34640780,61080000
20151124,20151127,sh688733,23093850.000000004,40720000
20150909,20150921,sh688733,24423850.000000004,36990000
20221015,20221024,sh688737,45295739.99999999,86034980
20211021,20211022,sh688737,17833410,86034980
20201230,20201230,sh688737,,64526229.99999999
20170427,20161231,sh688737,34652700,50460300
20160322,20160418,sh688737,34998700,50460300
20221022,20221028,sh688739,176106070,416450000
20211027,20211028,sh688739,38812780,416450000
20200916,20200916,sh688739,,374800000
20200807,20200630,sh688739,355596700,374800000
20200106,20200109,sh688739,355122410,374800000
20191030,20190930,sh688739,354012840,374800000
20180920,20180926,sh688739,354315729.99999994,374800000
20180413,20180331,sh688739,344560850,374800000
20180207,20180212,sh688739,346884070,374800000
20170206,20170210,sh688739,344892300.00000006,374800000
20161220,20161223,sh688739,262745720,374800000
20160512,20160517,sh688739,186332130,374800000
20160321,20151231,sh688739,161439510,360000000
20160128,20160202,sh688739,172932130,360000000
20150309,20150312,sh688739,161460510,360000000
20141215,20141231,sh688739,139922150,360000000
20220826,20220826,sh688766,27851570,50720210
20220816,20220823,sh688766,27522970,50720210
20210820,20210823,sh688766,7739250,36228720
20200803,20200803,sh688766,,27171540
20220830,20220908,sh688767,39947030,106666670
20220428,20211231,sh688767,22623900,106666670
20210907,20210908,sh688767,22210800,106666670
20201012,20201012,sh688767,,80000000
20220719,20220726,sh688768,32654770,54865490
20210723,20210726,sh688768,11171170,54865490
20201019,20201019,sh688768,,41145490
20220930,20221017,sh688772,757737540,1121855750
20211014,20211015,sh688772,103685790,1121855750
20201105,20201105,sh688772,,966142170
20220823,20220831,sh688776,23950870,77416730
20210830,20210831,sh688776,15934350,77416730
20201013,20201013,sh688776,,58061800
20221116,20221124,sh688777,326368140,496823000
20220412,20211231,sh688777,273642130,494084000
20211116,20211124,sh688777,272078530,494084000
20210824,20210630,sh688777,43757140,494084000
20210515,20210524,sh688777,42237440,494084000
20210330,20201231,sh688777,40219580,491290000
20210109,20210107,sh688777,40219580,494084000
20201123,20201124,sh688777,39032880,491290000
20200325,20200325,sh688777,,442160000
20220820,20220818,sh688778,94406340,300550720
20210804,20210805,sh688778,51867510,251572270
20200804,20200804,sh688778,,188679199.99999997
20221103,20220930,sh688779,1037467270,1929206270
20220803,20220811,sh688779,1029583769.9999999,1929206270
20210810,20210811,sh688779,347558910.00000006,1929206270
20200506,20200506,sh688779,,1446904700
20220819,20220826,sh688786,52443639.99999999,85440800
20210825,20210826,sh688786,17387760,85440800
20200630,20200630,sh688786,,64080600.00000001
20220805,20220815,sh688787,27076050,42800000
20210812,20210813,sh688787,8703100,42800000
20201118,20201118,sh688787,,32100000
20221015,20221024,sh688788,65634180,105747930
20211015,20211022,sh688788,46315050,75534230
20210415,20210422,sh688788,17405920,75534230
20201021,20201022,sh688788,16631350,75534230
20200508,20200508,sh688788,,56650670
20220630,20220708,sh688789,41074709.99999999,76000000
20210707,20210708,sh688789,15440370,76000000
20200615,20200615,sh688789,,57000000
20220707,20220715,sh688793,23289840,61640000
20210714,20210715,sh688793,12545410,61640000
20200624,20200624,sh688793,,46230000
20160331,20160510,sh688793,5957320,16050000
20220808,20220816,sh688798,95185000,166000000
20210813,20210816,sh688798,31977590,166000000
20210727,20210727,sh688798,,124200000
20210331,20201231,sh688798,37832170,124200000
20200521,20200528,sh688798,40532170,124200000
20200309,20200312,sh688798,27021450,82800000
20190704,20190709,sh688798,26518570,82800000
20190409,20181231,sh688798,27578250,82800000
20180522,20180529,sh688798,26848570,82800000
20180503,20180508,sh688798,14915870,46000000
20180131,20180205,sh688798,17571250,46000000
20171102,20171107,sh688798,11321250,33500000
20170425,20170428,sh688798,16998760,33500000
20161012,20161017,sh688798,11998760,23500000
20160819,20160630,sh688798,12274930,23500000
20160307,20160310,sh688798,10580930,23500000
20160127,20160201,sh688798,7080930,20000000
20150730,20150810,sh688798,17073000,20000000
20220706,20220713,sh688799,55693200,93800000
20210712,20210713,sh688799,19128590,93800000
20160902,20160902,sh688799,,70300000
20220920,20220916,sh688800,70978000,113157050
20220920,20220831,sh688800,70978000,108000000
20210721,20210722,sh688800,21971080,108000000
20201218,20201218,sh688800,,81000000
20181019,20181024,sh688800,2030000,81000000
20161215,20161220,sh688800,7670000,81000000
20161107,20161110,sh688800,7670000,71300000
20160907,20160912,sh688800,10190000,71300000
20150806,20150810,sh688800,16180000,71300000
20150716,20150720,sh688800,23480000,64000000
20141028,20141104,sh688800,55200000,64000000
20220827,20220630,sh688819,130075380,972100000
20210828,20210630,sh688819,105879910,972100000
20210115,20210118,sh688819,101058310,972100000
20191230,20191230,sh688819,,855500000
20121016,20030313,sh688819,,10000000
20121016,20070820,sh688819,,380000000
20121016,20091225,sh688819,,615000000
20221130,20221129,sh688981,7912544860,7912544860
20221010,20220930,sh688981,7921398670,7921398670
20220930,20220929,sh688981,7921378170,7921378170
20220917,20220916,sh688981,7921225190,7921225190
20220916,20220915,sh688981,7921209990,7921209990
20220909,20220908,sh688981,7921190690,7921190690
20220903,20220906,sh688981,7921017420,7921017420
20220903,20220902,sh688981,7902073780,7902073780
20220831,20220830,sh688981,7902058680,7902058680
20220730,20220729,sh688981,7901999730,7901999730
20220709,20220718,sh688981,7901936210,7901936210
20220708,20220630,sh688981,7834511409.999999,7901936210
20220629,20220628,sh688981,7834500159.999999,7901924960
20220531,20220530,sh688981,7842578030,7910002830.000001
20220527,20220526,sh688981,7842337280,7909762080
20220525,20220524,sh688981,7842124780,7909549580
20220520,20220519,sh688981,7841944090,7909368890
20220507,20220505,sh688981,7840992490,7908417290.000001
20220429,20220428,sh688981,7840979490,7908404290
20220412,20220411,sh688981,7840831820,7908256620
20220401,20220331,sh688981,7839139320,7906564120
20220305,20220228,sh688981,7836626510,7904051310.000001
20220129,20220128,sh688981,7836506370,7903931170
20211231,20211230,sh688981,7836431760,7903856560
20211207,20211130,sh688981,7836305560,7903730360
20211130,20211129,sh688981,7836292760,7903717560.000001
20211105,20211029,sh688981,7836104300.000001,7903529100
20211029,20211028,sh688981,7836103300,7903528100.000001
20210930,20210929,sh688981,7836010990,7903435790
